0.010464207,-0.000178672
0.031392622,-0.000167335
0.052321081,-0.000155341
0.07324954,-0.000142721
0.094177955,-0.000129541
0.11510637,-0.00011582
0.136034785,-0.000101626
0.156963243,-8.70478E-05
0.177891702,-7.21127E-05
0.198820117,-5.69087E-05
0.219748532,-4.14792E-05
0.240676947,-2.58974E-05
0.261605362,-1.0252E-05
0.28253382,5.43058E-06
0.303462279,2.10572E-05
0.324390694,3.65728E-05
0.345319109,5.19201E-05
0.366247524,6.70364E-05
0.387175982,8.1839E-05
0.408104441,9.62484E-05
0.429032856,0.00011026
0.449961271,0.000123788
0.470889686,0.000136755
0.491818144,0.000149141
0.512746603,0.000160888
0.533675018,0.000171912
0.554603433,0.000182192
0.575531848,0.000191715
0.596460263,0.000200397
0.617388721,0.000208224
0.63831718,0.000215154
0.659245595,0.00022116
0.68017401,0.00022622
0.701102425,0.000230286
0.72203084,0.000233399
0.742959255,0.000235475
0.76388767,0.000236537
0.784816172,0.000236588
0.805744674,0.00023561
0.826673089,0.000233627
0.847601504,0.000230612
0.868529919,0.000226645
0.889458334,0.000221669
0.910386749,0.000215707
0.931315164,0.000208816
0.952243579,0.000201
0.973171994,0.000192316
0.994100496,0.000182766
1.015028999,0.000172412
1.035957413,0.000161264
1.056885828,0.000149389
1.077814243,0.000136852
1.098742658,0.000123663
1.119671073,0.000109894
1.140599488,9.56064E-05
1.161527903,8.08775E-05
1.182456318,6.57076E-05
1.203384733,5.01937E-05
1.224313235,3.44062E-05
1.245241738,1.83952E-05
1.266170153,2.23127E-06
1.287098568,-1.40366E-05
1.308026983,-3.03138E-05
1.328955398,-4.65328E-05
1.349883813,-6.26126E-05
1.370812228,-7.85163E-05
1.391740642,-9.4191E-05
1.412669057,-0.000109542
1.43359756,-0.000124521
1.454526062,-0.000139074
1.475454477,-0.000153112
1.496382892,-0.0001666
1.517311307,-0.000179459
1.538239722,-0.000191662
1.559168137,-0.000203173
1.580096552,-0.000213898
1.601024967,-0.000223836
1.621953382,-0.00023293
1.642881797,-0.000241152
1.663810299,-0.00024846
1.684738801,-0.000254821
1.705667216,-0.000260227
1.726595631,-0.000264623
1.747524046,-0.000268025
1.768452461,-0.000270424
1.789380876,-0.000271816
1.810309291,-0.000272171
1.831237706,-0.000271512
1.852166121,-0.000269846
1.873094536,-0.000267131
1.894023038,-0.000263454
1.91495154,-0.000258805
1.935879955,-0.00025324
1.95680837,-0.000246726
1.977736785,-0.000239262
1.9986652,-0.000230968
2.019593615,-0.000221852
2.04052203,-0.000211971
2.061450445,-0.000201327
2.08237886,-0.000189995
