-0.100000001,-0.002229546
-0.093999997,-0.002305338
-0.088,-0.002379262
-0.082000002,-0.002449454
-0.075999998,-0.00251553
-0.07,-0.002579547
-0.064000003,-0.002637105
-0.057999998,-0.002692319
-0.052000001,-0.002742844
-0.046,-0.002788203
-0.039999999,-0.00283098
-0.034000002,-0.002865867
-0.028000001,-0.002897981
-0.022,-0.002924549
-0.016000001,-0.002945285
-0.01,-0.002963105
-0.004,-0.00297175
0.002,-0.002977289
0.008,-0.002976616
0.014,-0.002969828
0.02,-0.002959982
0.026000001,-0.002940105
0.032000002,-0.002917172
0.037999999,-0.002888126
0.044,-0.002852776
0.050000001,-0.002814274
0.056000002,-0.002766462
0.061999999,-0.002715738
0.068000004,-0.00265919
0.074000001,-0.002597009
0.079999998,-0.002532012
0.086000003,-0.002458568
0.092,-0.0023825
0.097999997,-0.002301184
0.104000002,-0.002215002
0.109999999,-0.002126387
0.115999997,-0.00203019
0.122000001,-0.001931752
0.128000006,-0.001828832
0.134000003,-0.001721718
0.140000001,-0.001612507
0.145999998,-0.00149715
0.151999995,-0.001379982
0.158000007,-0.001259195
0.164000005,-0.001135171
0.170000002,-0.001009528
0.175999999,-0.00087946
0.181999996,-0.000748346
0.187999994,-0.000615141
0.194000006,-0.000480036
0.200000003,-0.000343982
0.206,-0.000206224
0.211999997,-6.83E-05
0.217999995,7.00E-05
0.224000007,0.000208534
0.230000004,0.000347121
0.236000001,0.000484406
0.241999999,0.000621064
0.247999996,0.000756472
0.254000008,0.000890057
0.25999999,0.001022729
0.266000003,0.001151521
0.272000015,0.001278828
0.277999997,0.001403167
0.284000009,0.001523584
0.289999992,0.001642038
0.296000004,0.001754323
0.301999986,0.001864313
0.307999998,0.001969714
0.31400001,0.002069667
0.319999993,0.002166896
0.326000005,0.002255668
0.331999987,0.002341336
0.338,0.002420795
0.344000012,0.002493951
0.349999994,0.002563954
0.356000006,0.002624075
0.361999989,0.002680712
0.368000001,0.00273038
0.374000013,0.002773081
0.379999995,0.002812299
0.386000007,0.00284121
0.39199999,0.002866544
0.398000002,0.002884723
0.404000014,0.002896035
0.409999996,0.002903913
0.416000009,0.002901634
0.421999991,0.002896067
0.428000003,0.002883921
0.433999985,0.002865388
0.439999998,0.002843662
0.44600001,0.002812931
0.451999992,0.002779199
0.458000004,0.002739465
0.463999987,0.002694493
0.469999999,0.002646901
0.476000011,0.002591311
0.481999993,0.002533389
0.488000005,0.002470803
0.493999988,0.002403459
0.5,0.002333735
